P. Habitable Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Zone Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable
3,2,3,1,3,6.49077,20.36,2.35,1.57,3.68,2.94,0.85329,1.11266,1.69158,243.18712,278.30521,292.19591,292.01289,297.62927,286.5104,31.9,-18.76181,4.47,289.86,0.849,0.0,0.85,89.8373,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.99167,0.6145,1,3,0.68,1.615,-0.65717,-0.12,1.79,0.34,0.7726,0,1
3,2,3,1,3,5.64039,16.46,2.24,1.46,3.28,2.71,1.09592,0.76819,1.74523,247.11268,254.24593,274.23036,305.47642,282.25554,294.49896,24.1,-17.08527,4.26,32.94,0.1491,0.0,0.15,89.8052,0.0,0.41,0.39,3503,0.02055,0.09,3.89778,13.5,34.0,11.504,7.5884,-26.3709,1.394,1,2,0.117,0.304,-0.74092,-0.12,1.59,0.37,0.84585,0,1
3,2,3,2,3,4.2869,6.56,1.78,1.16,2.07,1.92,0.72706,0.77126,1.2379,234.59644,273.4959,250.69608,277.53963,287.6354,289.66577,7.6,-19.31295,3.38,60.87,0.2595,0.0,0.26,89.82973,0.0,0.63,0.6,4092,0.09056,-0.1454,4.07,15.8,367.0,19.3673,38.7435,-27.02577,1.232,1,2,0.244,0.614,-0.67309,-0.14,0.51,0.49,0.74306,0,1
3,2,3,1,3,7.65763,26.25,2.49,1.71,4.25,3.25,1.13501,1.3109,1.99313,256.9624,268.97229,285.83725,302.07319,322.75871,342.7383,44.8,-17.00548,4.73,125.41,0.4434,0.0,0.44,89.86405,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.68054,0.8293,1,1,0.34,0.839,-0.74998,-0.11,2.25,0.3,0.79035,0,1
3,2,3,1,3,5.87836,25.16,2.46,1.68,4.14,3.2,0.62298,1.50474,1.25893,279.85287,247.47546,308.08772,315.21916,299.49784,337.78226,42.3,-18.65539,4.68,184.77,0.6013,0.0,0.6,89.97135,0.0,0.85,0.78,5202,0.39972,-0.1454,3.31,14.8,618.0,19.4451,38.8749,-26.95148,0.6913,1,3,0.49,1.176,-0.83053,-0.11,2.09,0.31,0.75689,0,1
3,2,3,2,3,8.76063,4.72,1.63,1.09,1.77,1.7,1.42884,1.31102,0.79835,269.71772,257.01246,323.18261,313.35674,302.71451,349.40537,5.1,-18.60855,3.1,384.84,1.046,0.0,1.05,89.91529,0.0,1.04,1.11,5757,1.21428,0.21,6.0,13.4,430.0,19.7336,44.2776,-27.19935,0.5655,1,2,0.828,1.952,-0.7286,-0.15,0.3,0.59,0.85721,0,1
3,6,3,2,3,6.94778,0.41,0.77,0.89,0.69,0.73,0.9777,1.48864,0.97608,269.05557,259.62482,278.65776,316.27896,310.59038,342.84335,0.4,-17.08026,1.47,4.05,0.0214,0.07,0.02,89.99754,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.85775,2.9156,7,2,0.019,0.051,-0.91257,-0.28,-0.86,0.45,0.77833,0,1
3,2,3,2,3,9.25632,5.4,1.69,1.12,1.89,1.79,1.01799,0.93801,1.32902,229.67713,259.44932,285.66201,312.98623,296.82542,317.64314,6.0,-17.97253,3.21,35.68,0.163,0.18,0.16,89.90269,10.0,0.45,0.45,3472,0.02604,-0.3,3.89778,8.7,4.95,21.6444,-49.009,-26.42703,1.4853,2,2,0.132,0.343,-0.51638,-0.15,0.43,0.54,0.78613,1,1
3,4,3,2,3,7.34291,4.29,1.59,1.07,1.7,1.64,1.18993,1.21202,1.5638,253.14019,280.85814,244.04016,287.43926,283.16658,328.28732,4.6,-18.69624,3.02,168.12,0.552,0.05,0.55,89.96696,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-27.07345,0.7665,5,1,0.522,1.246,-0.89694,-0.15,0.16,0.51,0.73984,0,1
3,2,3,1,3,6.26088,16.81,2.25,1.47,3.32,2.73,0.89426,1.05503,1.9649,259.96634,244.68753,298.18285,315.55885,317.35257,342.1816,24.8,-19.36805,4.28,198.68,0.6335,0.0,0.63,89.9716,0.0,0.86,0.82,5321,0.4836,-0.1454,4.37,15.0,702.0,19.7109,44.5258,-26.79792,0.6898,1,1,0.536,1.28,-0.63405,-0.12,1.5,0.37,0.79445,0,1
3,2,3,2,3,7.43449,4.54,1.61,1.08,1.74,1.68,0.88379,0.84192,0.97132,274.56462,272.20889,310.31703,320.30054,320.1124,337.79944,4.9,-19.32131,3.07,122.39,0.427,0.0,0.43,89.82739,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-27.02634,0.7863,5,2,0.353,0.857,-0.67899,-0.15,0.28,0.56,0.8299,0,1
3,4,3,2,3,9.42745,4.29,1.59,1.07,1.7,1.64,0.96475,0.98336,2.15116,279.81459,280.81743,275.24409,275.21571,298.02638,365.71619,4.6,-19.26197,3.02,168.12,0.552,0.05,0.55,89.81719,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.69733,0.7665,5,3,0.522,1.246,-0.61667,-0.15,0.16,0.51,0.71134,0,1
3,2,3,2,3,5.52782,6.56,1.78,1.16,2.07,1.92,0.9796,1.46807,2.28405,276.75811,267.79517,305.89811,293.19441,288.65736,369.85636,7.6,-18.29853,3.38,168.81,0.5571,0.0,0.56,89.90364,0.0,0.81,0.74,4886,0.28001,-0.1454,2.34,14.1,349.0,19.819,49.2125,-27.08461,0.7079,1,3,0.417,1.012,-0.61681,-0.14,0.63,0.55,0.71178,0,1
3,2,3,2,3,3.80182,7.75,1.86,1.2,2.24,2.04,0.82521,0.98118,1.41658,233.8727,251.47085,247.70977,306.78612,281.85654,320.0939,9.3,-18.69279,3.54,101.11,0.242,0.34,0.23,89.86388,0.0,0.57,0.55,4134,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-26.36168,1.2857,1,1,0.227,0.571,-0.53595,-0.14,0.62,0.48,0.72989,0,1
3,2,3,2,3,7.36712,6.56,1.78,1.16,2.07,1.92,0.845,0.96281,2.03467,271.40589,276.99728,327.84407,317.23105,291.74814,326.79718,7.6,-19.40749,3.38,60.87,0.2595,0.0,0.26,89.93593,0.0,0.63,0.6,4092,0.09056,-0.1454,4.07,15.8,367.0,19.3673,38.7435,-26.72671,1.232,1,3,0.244,0.614,-0.94572,-0.14,0.51,0.49,0.68274,0,1
3,2,3,1,3,4.65141,25.16,2.46,1.68,4.14,3.2,1.08097,1.07477,1.23389,260.3799,237.45726,244.77902,298.76056,285.32819,335.10868,42.3,-17.92627,4.68,184.77,0.6013,0.0,0.6,89.9772,0.0,0.85,0.78,5202,0.39972,-0.1454,3.31,14.8,618.0,19.4451,38.8749,-26.40134,0.6913,1,2,0.49,1.176,-0.59227,-0.11,2.09,0.31,0.8389,0,1
3,2,3,1,3,4.22885,25.16,2.46,1.68,4.14,3.2,0.84683,0.87945,1.85526,248.13223,255.66534,290.83254,291.6171,314.26243,299.17086,42.3,-18.81347,4.68,184.77,0.6013,0.0,0.6,89.80914,0.0,0.85,0.78,5202,0.39972,-0.1454,3.31,14.8,618.0,19.4451,38.8749,-26.80136,0.6913,1,2,0.49,1.176,-0.50435,-0.11,2.09,0.31,0.68315,0,1
3,2,3,2,3,9.08511,4.54,1.61,1.08,1.74,1.68,0.8164,1.3998,1.38645,278.81855,267.44949,285.80638,287.61805,320.8074,331.56128,4.9,-18.66349,3.07,122.39,0.427,0.0,0.43,89.91536,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-27.02509,0.7863,5,3,0.353,0.857,-0.94488,-0.15,0.28,0.56,0.74052,0,1
3,2,3,2,3,8.46885,4.72,1.63,1.09,1.77,1.7,0.7581,1.3089,0.91577,266.48615,274.00347,266.88787,315.79032,319.71936,338.37885,5.1,-17.01515,3.1,384.84,1.046,0.0,1.05,89.83268,0.0,1.04,1.11,5757,1.21428,0.21,6.0,13.4,430.0,19.7336,44.2776,-26.96682,0.5655,1,1,0.828,1.952,-0.5217,-0.15,0.3,0.59,0.75637,0,1
3,2,3,1,3,5.53396,26.25,2.49,1.71,4.25,3.25,0.79763,0.85526,2.23747,260.42748,245.21844,238.19793,283.62181,312.39345,365.15424,44.8,-17.33954,4.73,125.41,0.4434,0.0,0.44,89.92582,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.87006,0.8293,1,2,0.34,0.839,-0.69241,-0.11,2.25,0.3,0.81742,0,1
3,2,3,1,3,7.46353,9.9,1.98,1.28,2.53,2.24,1.32424,0.9911,1.03254,256.54456,261.22301,276.20503,310.41211,287.27242,306.74319,12.6,-18.42635,3.76,26.16,0.119,0.05,0.12,89.92462,246.4,0.35,0.3,3323,0.00962,-0.1454,3.89778,11.5,12.67,11.2667,-56.4523,-26.70048,1.3345,1,1,0.08,0.21,-0.86733,-0.13,1.11,0.46,0.88975,0,1
3,4,3,2,3,4.19399,1.27,1.12,0.9,1.01,1.06,0.98477,1.20619,2.20683,269.42713,258.60133,250.63253,321.41631,301.87326,323.75786,1.1,-19.31233,2.13,35.23,0.166,0.03,0.17,89.97708,0.0,0.54,0.46,3748,0.03795,0.16,4.4,9.6,145.0,18.7764,41.9511,-27.0028,1.4871,1,2,0.159,0.407,-0.84389,-0.17,-0.49,0.48,0.87795,0,1
3,6,3,2,3,7.53317,0.41,0.77,0.89,0.69,0.73,0.78325,1.30112,1.86481,238.72449,243.92931,272.46901,274.48246,291.53941,330.94933,0.4,-17.64178,1.47,4.05,0.0214,0.07,0.02,89.91933,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.53891,2.9156,7,2,0.019,0.051,-0.91723,-0.28,-0.86,0.45,0.7034,0,1
3,4,3,2,3,8.53949,4.29,1.59,1.07,1.7,1.64,0.66237,1.22826,1.49999,241.07593,238.81552,284.7052,314.62916,302.83004,288.10393,4.6,-18.6086,3.02,168.12,0.552,0.05,0.55,89.90574,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.57119,0.7665,5,2,0.522,1.246,-0.52287,-0.15,0.16,0.51,0.70121,0,1
3,4,3,2,3,8.8439,2.73,1.4,0.99,1.39,1.4,0.82554,1.49364,0.91886,240.24747,243.5115,249.28581,278.56274,303.25712,323.18635,2.7,-17.49775,2.66,24.17,0.1212,0.0,0.12,89.91367,0.0,0.41,0.4,3497,0.02147,-0.1454,3.89778,15.3,55.52,22.3081,-9.6124,-26.61152,1.7588,4,1,0.12,0.311,-0.85473,-0.16,-0.12,0.5,0.8442,0,1
3,2,3,2,3,5.02641,7.92,1.87,1.21,2.26,2.06,1.37807,0.73912,1.69806,257.41771,281.05912,307.76136,296.42181,296.67243,305.6521,9.6,-17.01123,3.56,259.34,0.7877,0.0,0.79,89.97774,0.0,0.97,0.95,5710,0.86076,-0.1454,4.37,14.8,879.0,19.6988,48.5244,-26.94228,0.6427,1,2,0.699,1.65,-0.57301,-0.14,0.66,0.49,0.82777,0,1
3,6,3,2,3,7.02372,0.41,0.77,0.89,0.69,0.73,1.18065,1.03351,1.5311,275.28833,264.16775,307.16635,302.52994,311.90748,349.19248,0.4,-18.88999,1.47,4.05,0.0214,0.07,0.02,89.86157,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-27.09772,2.9156,7,2,0.019,0.051,-0.74756,-0.28,-0.86,0.45,0.71806,0,1
3,2,3,1,3,9.36929,26.25,2.49,1.71,4.25,3.25,1.30005,1.23198,1.57216,254.77614,257.88918,288.64902,308.1141,301.63154,283.37619,44.8,-17.0933,4.73,125.41,0.4434,0.0,0.44,89.81421,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.75229,0.8293,1,2,0.34,0.839,-0.80249,-0.11,2.25,0.3,0.77583,0,1
3,2,3,1,3,4.83298,20.36,2.35,1.57,3.68,2.94,1.06614,0.91266,0.85269,230.86373,233.51337,277.35162,320.22843,289.30092,332.19348,31.9,-18.83113,4.47,289.86,0.849,0.0,0.85,89.95326,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.78321,0.6145,1,2,0.68,1.615,-0.83823,-0.12,1.79,0.34,0.74217,0,1
3,2,3,1,3,8.22991,26.25,2.49,1.71,4.25,3.25,1.41397,1.41087,0.99093,278.73419,252.11099,245.72345,318.14135,322.855,344.50614,44.8,-17.23695,4.73,125.41,0.4434,0.0,0.44,89.97705,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.76348,0.8293,1,1,0.34,0.839,-0.61309,-0.11,2.25,0.3,0.74437,0,1
3,4,3,2,3,7.06972,3.32,1.48,1.03,1.52,1.5,1.15643,1.12849,1.89212,234.30619,246.36535,239.17483,280.02035,288.96307,325.48503,3.4,-17.05561,2.81,34.14,0.149,0.1,0.15,89.97523,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.00128,1.5455,5,3,0.134,0.347,-0.79734,-0.16,0.04,0.53,0.88586,0,1
3,2,3,2,3,4.10778,7.75,1.86,1.2,2.24,2.04,0.70447,1.16083,1.13081,249.73998,273.59595,262.96592,287.40958,298.1132,286.81366,9.3,-17.02377,3.54,101.11,0.242,0.34,0.23,89.95646,0.0,0.57,0.55,4134,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-26.55998,1.2857,1,2,0.227,0.571,-0.97892,-0.14,0.62,0.48,0.75421,0,1
3,4,3,2,3,8.94271,4.29,1.59,1.07,1.7,1.64,1.45903,1.06943,1.60945,243.57403,271.36441,282.44422,298.25032,311.066,297.32801,4.6,-17.05425,3.02,168.12,0.552,0.05,0.55,89.81652,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.42365,0.7665,5,2,0.522,1.246,-0.55649,-0.15,0.16,0.51,0.8156,0,1
3,2,3,1,3,6.09845,16.81,2.25,1.47,3.32,2.73,1.12918,0.8536,2.43577,245.74246,254.48111,330.09096,316.58417,298.81728,369.46539,24.8,-18.44714,4.28,198.68,0.6335,0.0,0.63,89.82639,0.0,0.86,0.82,5321,0.4836,-0.1454,4.37,15.0,702.0,19.7109,44.5258,-26.55882,0.6898,1,2,0.536,1.28,-0.69268,-0.12,1.5,0.37,0.68011,0,1
3,4,3,2,3,7.19213,3.32,1.48,1.03,1.52,1.5,1.33943,1.46221,1.59898,244.84775,248.21189,256.20989,310.6348,297.15553,337.81039,3.4,-17.92032,2.81,34.14,0.149,0.1,0.15,89.8936,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.72065,1.5455,5,2,0.134,0.347,-0.95582,-0.16,0.04,0.53,0.76291,0,1
3,4,3,2,3,4.99535,4.29,1.59,1.07,1.7,1.64,0.90688,0.73713,1.6018,274.31946,237.01466,244.57009,313.25872,285.20655,333.27537,4.6,-17.9239,3.02,168.12,0.552,0.05,0.55,89.96056,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.61072,0.7665,5,1,0.522,1.246,-0.54204,-0.15,0.16,0.51,0.73285,0,1
3,2,3,1,3,4.67332,26.25,2.49,1.71,4.25,3.25,1.21978,0.87125,1.70234,241.13384,272.6125,244.42797,312.90314,282.53515,346.44276,44.8,-18.00971,4.73,125.41,0.4434,0.0,0.44,89.94379,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.96021,0.8293,1,2,0.34,0.839,-0.72458,-0.11,2.25,0.3,0.87033,0,1
3,2,3,1,3,8.05914,20.36,2.35,1.57,3.68,2.94,1.21021,1.12145,1.01612,271.29673,278.13252,252.38066,319.16442,294.93922,297.42174,31.9,-18.24677,4.47,289.86,0.849,0.0,0.85,89.9577,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.58899,0.6145,1,1,0.68,1.615,-0.86657,-0.12,1.79,0.34,0.84001,0,1
3,4,3,2,3,8.53674,2.73,1.4,0.99,1.39,1.4,1.30338,1.49511,1.45057,258.53814,242.69115,250.87441,302.13103,281.15297,315.99111,2.7,-17.91543,2.66,24.17,0.1212,0.0,0.12,89.91663,0.0,0.41,0.4,3497,0.02147,-0.1454,3.89778,15.3,55.52,22.3081,-9.6124,-27.00369,1.7588,4,2,0.12,0.311,-0.65288,-0.16,-0.12,0.5,0.8416,0,1
3,4,3,2,3,8.01228,4.29,1.59,1.07,1.7,1.64,1.20841,0.76427,1.49872,235.76101,249.23608,309.8763,288.32125,298.57176,342.94302,4.6,-17.17575,3.02,168.12,0.552,0.05,0.55,89.90657,313.5,0.78,0.79,5344,0.46015,-0.55,5.8,3.5,3.65,1.7344,-15.9375,-26.73355,0.7665,5,2,0.522,1.246,-0.80235,-0.15,0.16,0.51,0.86929,0,1
3,2,3,1,3,7.74056,26.25,2.49,1.71,4.25,3.25,1.00603,1.32152,1.83381,239.13847,257.60612,244.07524,315.73274,297.64337,315.80598,44.8,-18.98286,4.73,125.41,0.4434,0.0,0.44,89.99493,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.49962,0.8293,1,2,0.34,0.839,-0.50648,-0.11,2.25,0.3,0.79674,0,1
3,2,3,1,3,6.45162,13.85,2.15,1.39,2.99,2.54,1.133,1.46756,1.884,256.39995,238.10563,282.9646,307.6812,313.66182,306.07868,19.3,-17.05302,4.09,59.88,0.27,0.25,0.26,89.91006,0.0,0.64,0.62,4017,0.0898,0.03,1.0,15.0,326.0,19.6869,42.4753,-26.47725,1.2639,1,3,0.243,0.614,-0.46857,-0.13,1.24,0.4,0.77761,0,1
3,6,3,2,3,5.43653,0.41,0.77,0.89,0.69,0.73,1.15062,0.83594,1.70493,237.90553,252.91548,298.29129,277.91949,293.24487,344.27743,0.4,-18.81406,1.47,4.05,0.0214,0.07,0.02,89.96753,0.0,0.08,0.12,2559,0.00053,0.04,0.5,18.8,12.1,23.1081,-5.0413,-26.37117,2.9156,7,3,0.019,0.051,-0.42643,-0.28,-0.86,0.45,0.87385,0,1
3,2,3,1,3,5.10126,9.9,1.98,1.28,2.53,2.24,1.21677,0.9329,1.70978,246.24096,241.69976,281.78934,303.44643,319.53374,349.6242,12.6,-19.35843,3.76,26.16,0.119,0.05,0.12,89.86622,246.4,0.35,0.3,3323,0.00962,-0.1454,3.89778,11.5,12.67,11.2667,-56.4523,-26.73907,1.3345,1,1,0.08,0.21,-0.87643,-0.13,1.11,0.46,0.77453,0,1
3,4,3,2,3,6.4177,1.27,1.12,0.9,1.01,1.06,0.85074,1.44227,1.82003,258.46006,274.25685,322.0704,282.01591,301.26148,331.64245,1.1,-17.83688,2.13,35.23,0.166,0.03,0.17,89.96477,0.0,0.54,0.46,3748,0.03795,0.16,4.4,9.6,145.0,18.7764,41.9511,-26.82628,1.4871,1,1,0.159,0.407,-0.667,-0.17,-0.49,0.48,0.70981,0,1
3,2,3,1,3,5.1742,20.36,2.35,1.57,3.68,2.94,1.18857,0.77516,2.15588,236.55326,269.41073,253.0117,308.02756,317.64936,300.69424,31.9,-18.83653,4.47,289.86,0.849,0.0,0.85,89.9243,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-27.00706,0.6145,1,3,0.68,1.615,-0.44213,-0.12,1.79,0.34,0.72431,0,1
3,2,3,2,3,7.96172,4.72,1.63,1.09,1.77,1.7,0.9558,1.1605,2.18145,246.34896,276.698,275.16311,303.34079,304.0112,333.01173,5.1,-18.89571,3.1,384.84,1.046,0.0,1.05,89.93412,0.0,1.04,1.11,5757,1.21428,0.21,6.0,13.4,430.0,19.7336,44.2776,-27.03723,0.5655,1,3,0.828,1.952,-0.86181,-0.15,0.3,0.59,0.82569,0,1
3,2,3,2,3,4.52095,7.75,1.86,1.2,2.24,2.04,0.9242,1.44929,1.46806,272.41955,264.42626,237.40977,292.6475,308.18709,315.02341,9.3,-19.21927,3.54,101.11,0.242,0.34,0.23,89.9737,0.0,0.57,0.55,4134,0.079,-0.3,1.3,8.3,261.0,19.0233,41.4522,-26.65574,1.2857,1,3,0.227,0.571,-0.63442,-0.14,0.62,0.48,0.78856,0,1
3,2,3,1,3,7.66358,9.9,1.98,1.28,2.53,2.24,0.71081,1.36939,2.34077,259.36704,252.21761,244.87181,276.82639,309.88172,349.5223,12.6,-18.84494,3.76,26.16,0.119,0.05,0.12,89.91024,246.4,0.35,0.3,3323,0.00962,-0.1454,3.89778,11.5,12.67,11.2667,-56.4523,-26.55512,1.3345,1,3,0.08,0.21,-0.72578,-0.13,1.11,0.46,0.69432,0,1
3,2,3,2,3,7.64657,4.54,1.61,1.08,1.74,1.68,0.82719,1.22262,2.65231,257.17342,273.30149,301.83977,312.14146,312.99261,335.56406,4.9,-17.65305,3.07,122.39,0.427,0.0,0.43,89.87223,0.0,0.69,0.63,4869,0.20014,-0.21,7.0,14.0,368.0,18.8808,45.3499,-27.04702,0.7863,5,3,0.353,0.857,-0.77127,-0.15,0.28,0.56,0.79154,0,1
3,2,3,1,3,8.03051,20.36,2.35,1.57,3.68,2.94,1.31833,0.91993,0.7969,260.33001,250.64424,250.65204,321.32316,292.31508,340.70443,31.9,-17.49372,4.47,289.86,0.849,0.0,0.85,89.88695,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.90398,0.6145,1,3,0.68,1.615,-0.90531,-0.12,1.79,0.34,0.77624,0,1
3,2,3,1,3,3.88699,26.25,2.49,1.71,4.25,3.25,0.8017,1.34314,2.33096,278.01715,254.23935,301.21861,309.04566,322.14379,290.62082,44.8,-19.27686,4.73,125.41,0.4434,0.0,0.44,89.95496,0.0,0.74,0.69,4540,0.18147,-0.1454,2.51,14.1,262.0,18.8896,41.2017,-26.93956,0.8293,1,3,0.34,0.839,-0.94294,-0.11,2.25,0.3,0.76549,0,1
3,2,3,2,3,7.92873,8.3,1.89,1.22,2.32,2.09,1.27728,1.0231,2.10496,273.33483,255.60384,276.61859,318.17696,284.60989,333.80384,10.2,-18.02698,3.6,17.38,0.103,0.11,0.1,89.94148,11.5,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-26.71169,1.745,2,3,0.093,0.244,-0.84863,-0.14,0.74,0.46,0.72571,0,1
3,4,3,2,3,7.647,3.32,1.48,1.03,1.52,1.5,1.06875,1.07139,0.75633,231.13458,244.93989,254.73151,278.16675,280.31923,293.25565,3.4,-18.91814,2.81,34.14,0.149,0.1,0.15,89.89342,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-26.35176,1.5455,5,1,0.134,0.347,-0.42221,-0.16,0.04,0.53,0.7573,0,1
3,2,3,1,3,7.15022,13.85,2.15,1.39,2.99,2.54,0.98229,1.50038,2.16535,280.091,268.30327,282.81895,316.54536,295.37714,286.78968,19.3,-18.52191,4.09,59.88,0.27,0.25,0.26,89.80887,0.0,0.64,0.62,4017,0.0898,0.03,1.0,15.0,326.0,19.6869,42.4753,-26.66651,1.2639,1,2,0.243,0.614,-0.82929,-0.13,1.24,0.4,0.7872,0,1
3,2,3,1,3,7.29234,9.9,1.98,1.28,2.53,2.24,1.29461,1.15385,1.95166,262.62523,257.20654,298.08283,317.44362,310.98772,316.00581,12.6,-18.59986,3.76,26.16,0.119,0.05,0.12,89.92714,246.4,0.35,0.3,3323,0.00962,-0.1454,3.89778,11.5,12.67,11.2667,-56.4523,-26.72508,1.3345,1,2,0.08,0.21,-0.81723,-0.13,1.11,0.46,0.81816,0,1
3,2,3,2,3,7.19475,7.04,1.81,1.18,2.14,1.97,1.18419,0.82639,0.75982,241.35583,252.00471,259.82555,280.18113,309.05875,285.54819,8.3,-18.60001,3.45,92.74,0.341,0.0,0.34,89.90106,0.0,0.62,0.57,4351,0.10447,-0.26,3.89778,12.37083,534.0,19.5742,47.839,-26.98421,0.8908,2,1,0.26,0.646,-0.58981,-0.14,0.69,0.52,0.7462,0,1
3,2,3,1,3,5.67829,19.53,2.33,1.54,3.6,2.9,0.75671,0.76228,1.21141,256.90054,243.26366,281.9171,295.2013,278.74724,292.19394,30.2,-17.82907,4.43,177.67,0.495,0.11,0.49,89.88471,0.0,0.74,0.7,4723,0.217,-0.01,3.2,6.8,779.0,19.2407,49.9686,-26.42905,0.7552,1,2,0.369,0.903,-0.79247,-0.12,1.83,0.34,0.74605,0,1
3,4,3,2,3,7.36227,3.32,1.48,1.03,1.52,1.5,0.88491,1.21225,1.74924,261.50123,254.00317,295.31716,293.64326,280.35271,291.30123,3.4,-18.69485,2.81,34.14,0.149,0.1,0.15,89.83626,0.0,0.45,0.43,3572,0.027,-0.12,4.2,10.1,226.0,19.1027,49.4373,-27.04199,1.5455,5,2,0.134,0.347,-0.62865,-0.16,0.04,0.53,0.89133,0,1
3,2,3,2,3,8.25164,8.3,1.89,1.22,2.32,2.09,0.63375,1.02755,2.31731,226.46547,265.854,288.79686,294.09463,317.0231,314.98878,10.2,-17.55966,3.6,17.38,0.103,0.11,0.1,89.9533,11.5,0.43,0.34,3371,0.01302,-0.1454,3.89778,10.9,11.69,4.8972,-17.7734,-27.02132,1.745,2,2,0.093,0.244,-0.83296,-0.14,0.74,0.46,0.83209,0,1
3,2,3,1,3,5.54735,12.69,2.11,1.36,2.86,2.46,0.9414,0.8432,2.06248,243.98421,242.7463,246.51488,277.16551,305.90196,348.44648,17.3,-19.02918,4.0,56.06,0.2319,0.0,0.23,89.85293,0.0,0.53,0.51,3722,0.04479,-0.1454,3.89,15.8,251.0,19.3006,41.8121,-26.4112,1.1719,1,2,0.173,0.443,-0.8976,-0.13,1.31,0.41,0.79853,0,1
3,2,3,1,3,4.35282,20.36,2.35,1.57,3.68,2.94,1.20861,1.48364,1.04856,270.37234,273.4529,248.28746,297.36547,307.98352,316.09211,31.9,-17.50736,4.47,289.86,0.849,0.0,0.85,89.91572,0.0,0.97,0.98,5518,0.79723,-0.29,9.9,12.0,190.0,19.2811,47.8844,-26.74771,0.6145,1,1,0.68,1.615,-0.54035,-0.12,1.79,0.34,0.757,0,1
3,2,3,2,3,8.72488,7.92,1.87,1.21,2.26,2.06,0.99297,0.89949,0.86017,255.48899,242.58494,275.04707,284.13685,283.84092,339.83279,9.6,-17.81717,3.56,259.34,0.7877,0.0,0.79,89.90523,0.0,0.97,0.95,5710,0.86076,-0.1454,4.37,14.8,879.0,19.6988,48.5244,-26.51801,0.6427,1,1,0.699,1.65,-0.60372,-0.14,0.66,0.49,0.71071,0,1
